"○ 월.분기.연간 인구동향(출생,사망,혼인,이혼) [명, 건]",,,
행정구역별,종류별,시점,"출생,사망,혼인,이혼"
전국,조출생률(천명당),2013.03 월,8.98
전국,조출생률(천명당),2013.04 월,8.85
전국,조출생률(천명당),2013.05 월,8.3
전국,조출생률(천명당),2013.06 월,7.98
전국,조출생률(천명당),2013.07 월,8.43
전국,조출생률(천명당),2013.08 월,8.47
전국,조출생률(천명당),2013.09 월,8.91
전국,조출생률(천명당),2013.10 월,8.38
전국,조출생률(천명당),2013.11 월,8.13
전국,조출생률(천명당),2013.12 월,7.43
전국,조출생률(천명당),2014.01 월,9.58
전국,조출생률(천명당),2014.02 월,9.45
전국,조출생률(천명당),2014.03 월,8.83
전국,조출생률(천명당),2014.04 월,8.92
전국,조출생률(천명당),2014.05 월,8.3
전국,조출생률(천명당),2014.06 월,8.19
전국,조출생률(천명당),2014.07 월,8.44
전국,조출생률(천명당),2014.08 월,8.47
전국,조출생률(천명당),2014.09 월,9.07
전국,조출생률(천명당),2014.10 월,8.44
전국,조출생률(천명당),2014.11 월,7.75
전국,조출생률(천명당),2014.12 월,7.57
전국,조출생률(천명당),2015.01 월,9.7
전국,조출생률(천명당),2015.02 월,9.15
전국,조출생률(천명당),2015.03 월,9.33
전국,조출생률(천명당),2015.04 월,9.1
전국,조출생률(천명당),2015.05 월,8.45
전국,조출생률(천명당),2015.06 월,8.48
전국,조출생률(천명당),2015.07 월,8.46
전국,조출생률(천명당),2015.08 월,8.13
전국,조출생률(천명당),2015.09 월,8.7
전국,조출생률(천명당),2015.10 월,8.47
전국,조출생률(천명당),2015.11 월,7.98
전국,조출생률(천명당),2015.12 월,7.36
전국,조출생률(천명당),2016.01 월,9.11
전국,조출생률(천명당),2016.02 월,8.61
전국,조출생률(천명당),2016.03 월,8.81
전국,조출생률(천명당),2016.04 월,8.39
전국,조출생률(천명당),2016.05 월,7.93
전국,조출생률(천명당),2016.06 월,7.84
전국,조출생률(천명당),2016.07 월,7.83
전국,조출생률(천명당),2016.08 월,7.83
전국,조출생률(천명당),2016.09 월,8.2
전국,조출생률(천명당),2016.10 월,7.29
전국,조출생률(천명당),2016.11 월,7.24
전국,조출생률(천명당),2016.12 월,6.32
전국,조출생률(천명당),2017.01 월,8.01
전국,조출생률(천명당),2017.02 월,7.76
전국,조출생률(천명당),2017.03 월,7.63
전국,조출생률(천명당),2017.04 월,7.21
전국,조출생률(천명당),2017.05 월,6.97
전국,조출생률(천명당),2017.06 월,6.86
전국,조출생률(천명당),2017.07 월,6.76
전국,조출생률(천명당),2017.08 월,6.92
전국,조출생률(천명당),2017.09 월,7.14
전국,조출생률(천명당),2017.10 월,6.4
전국,조출생률(천명당),2017.11 월,6.42
전국,조출생률(천명당),2017.12 월,5.77
전국,조출생률(천명당),2018.01 월,7.4
전국,조출생률(천명당),2018.02 월,7
전국,조출생률(천명당),2018.03 월,6.9
전국,조출생률(천명당),2018.04 월,6.6
전국,조출생률(천명당),2018.05 월,6.4
전국,조출생률(천명당),2018.06 월,6.3
전국,조출생률(천명당),2018.07 월,6.2
전국,조출생률(천명당),2018.08 월,6.3
전국,조출생률(천명당),2018.09 월,6.2
전국,조출생률(천명당),2018.10 월,6.1
전국,조출생률(천명당),2018.11 월,6
전국,조출생률(천명당),2018.12 월,5.2
전국,조출생률(천명당),2019.01 월,6.9
전국,조출생률(천명당),2019.02 월,6.5
전국,조출생률(천명당),2019.03 월,6.2
전국,조출생률(천명당),2019.04 월,6.2
전국,조출생률(천명당),2019.05 월,5.8
전국,조출생률(천명당),2019.06 월,5.7
전국,조출생률(천명당),2019.07 월,5.8
전국,조출생률(천명당),2019.08 월,5.6
전국,조출생률(천명당),2019.09 월,5.7
전국,조출생률(천명당),2019.10 월,5.9
전국,조출생률(천명당),2019.11 월,5.6
전국,조출생률(천명당),2019.12 월,4.9
전국,조출생률(천명당),2020.01 월,6.1
전국,조출생률(천명당),2020.02 월,5.6
전국,조출생률(천명당),2020.03 월,5.6
전국,조출생률(천명당),2020.04 월,5.5
전국,조출생률(천명당),2020.05 월,5.3
전국,조출생률(천명당),2020.06 월,5.3
전국,조출생률(천명당),2020.07 월,5.3
전국,조출생률(천명당),2020.08 월,5.1
전국,조출생률(천명당),2020.09 월,5.6
전국,조출생률(천명당),2020.10 월,5
전국,조출생률(천명당),2020.11 월,4.8
전국,조출생률(천명당),2020.12 월,4.5
전국,조출생률(천명당),2021.01 월,5.7
전국,조출생률(천명당),2021.02 월,5.4
전국,조출생률(천명당),2021.03 월,5.5
전국,조출생률(천명당),2021.04 월,5.4
전국,조출생률(천명당),2021.05 월,5
전국,조출생률(천명당),2021.06 월,5.1
전국,조출생률(천명당),2021.07 월,5.1
전국,조출생률(천명당),2021.08 월,5.1
전국,조출생률(천명당),2021.09 월,5.2
전국,조출생률(천명당),2021.10 월,4.8
전국,조출생률(천명당),2021.11 월,4.7
전국,조출생률(천명당),2021.12 월,3.9
전국,조출생률(천명당),2022.01 월,5.7
전국,조출생률(천명당),2022.02 월,5.3
전국,조출생률(천명당),2022.03 월,5.3
전국,조출생률(천명당),2022.04 월,5
전국,조출생률(천명당),2022.05 월,4.6
전국,조출생률(천명당),2022.06 월,4.5
전국,조출생률(천명당),2022.07 월,4.7
전국,조출생률(천명당),2022.08 월,5
전국,조출생률(천명당),2022.09 월,5.2
전국,조출생률(천명당),2022.10 월,4.7
전국,조출생률(천명당),2022.11 월,4.5
전국,조출생률(천명당),2022.12 월,3.9
전국,사망자수(명),1981.01 월,-
전국,사망자수(명),1981.02 월,-
전국,사망자수(명),1981.03 월,-
전국,사망자수(명),1981.04 월,-
전국,사망자수(명),1981.05 월,-
전국,사망자수(명),1981.06 월,-
전국,사망자수(명),1981.07 월,-
전국,사망자수(명),1981.08 월,-
전국,사망자수(명),1981.09 월,-
전국,사망자수(명),1981.10 월,-
전국,사망자수(명),1981.11 월,-
전국,사망자수(명),1981.12 월,-
전국,사망자수(명),1982.01 월,-
전국,사망자수(명),1982.02 월,-
전국,사망자수(명),1982.03 월,-
전국,사망자수(명),1982.04 월,-
전국,사망자수(명),1982.05 월,-
전국,사망자수(명),1982.06 월,-
전국,사망자수(명),1982.07 월,-
전국,사망자수(명),1982.08 월,-
전국,사망자수(명),1982.09 월,-
전국,사망자수(명),1982.10 월,-
전국,사망자수(명),1982.11 월,-
전국,사망자수(명),1982.12 월,-
전국,사망자수(명),1983.01 월,23147
전국,사망자수(명),1983.02 월,20099
전국,사망자수(명),1983.03 월,22632
전국,사망자수(명),1983.04 월,21767
전국,사망자수(명),1983.05 월,18412
전국,사망자수(명),1983.06 월,17343
전국,사망자수(명),1983.07 월,18088
전국,사망자수(명),1983.08 월,19683
전국,사망자수(명),1983.09 월,22250
전국,사망자수(명),1983.10 월,23340
전국,사망자수(명),1983.11 월,23524
전국,사망자수(명),1983.12 월,24278
전국,사망자수(명),1984.01 월,22625
전국,사망자수(명),1984.02 월,20607
전국,사망자수(명),1984.03 월,20558
전국,사망자수(명),1984.04 월,18809
전국,사망자수(명),1984.05 월,18026
전국,사망자수(명),1984.06 월,17167
전국,사망자수(명),1984.07 월,18010
전국,사망자수(명),1984.08 월,17908
전국,사망자수(명),1984.09 월,19784
전국,사망자수(명),1984.10 월,22265
전국,사망자수(명),1984.11 월,19431
전국,사망자수(명),1984.12 월,21255
전국,사망자수(명),1985.01 월,23576
전국,사망자수(명),1985.02 월,18772
전국,사망자수(명),1985.03 월,21149
전국,사망자수(명),1985.04 월,21277
전국,사망자수(명),1985.05 월,19413
전국,사망자수(명),1985.06 월,17909
전국,사망자수(명),1985.07 월,18647
전국,사망자수(명),1985.08 월,18596
전국,사망자수(명),1985.09 월,18472
전국,사망자수(명),1985.10 월,21479
전국,사망자수(명),1985.11 월,19248
전국,사망자수(명),1985.12 월,21880
전국,사망자수(명),1986.01 월,22924
전국,사망자수(명),1986.02 월,20258
전국,사망자수(명),1986.03 월,22144
전국,사망자수(명),1986.04 월,20892
전국,사망자수(명),1986.05 월,18495
전국,사망자수(명),1986.06 월,17587
전국,사망자수(명),1986.07 월,18167
전국,사망자수(명),1986.08 월,17963
전국,사망자수(명),1986.09 월,17666
전국,사망자수(명),1986.10 월,20247
전국,사망자수(명),1986.11 월,21973
전국,사망자수(명),1986.12 월,20940
전국,사망자수(명),1987.01 월,20536
전국,사망자수(명),1987.02 월,19526
전국,사망자수(명),1987.03 월,22378
전국,사망자수(명),1987.04 월,21215
전국,사망자수(명),1987.05 월,19366
전국,사망자수(명),1987.06 월,18393
전국,사망자수(명),1987.07 월,18556
전국,사망자수(명),1987.08 월,20644
전국,사망자수(명),1987.09 월,20714
전국,사망자수(명),1987.10 월,20320
전국,사망자수(명),1987.11 월,20242
전국,사망자수(명),1987.12 월,21614
전국,사망자수(명),1988.01 월,21065
전국,사망자수(명),1988.02 월,19883
전국,사망자수(명),1988.03 월,22019
전국,사망자수(명),1988.04 월,20376
전국,사망자수(명),1988.05 월,19152
전국,사망자수(명),1988.06 월,17846
전국,사망자수(명),1988.07 월,18579
전국,사망자수(명),1988.08 월,18945
전국,사망자수(명),1988.09 월,17248
전국,사망자수(명),1988.10 월,19644
전국,사망자수(명),1988.11 월,20057
전국,사망자수(명),1988.12 월,20965
전국,사망자수(명),1989.01 월,20657
전국,사망자수(명),1989.02 월,19613
전국,사망자수(명),1989.03 월,21511
전국,사망자수(명),1989.04 월,20033
전국,사망자수(명),1989.05 월,19305
전국,사망자수(명),1989.06 월,18874
전국,사망자수(명),1989.07 월,18984
전국,사망자수(명),1989.08 월,18810
전국,사망자수(명),1989.09 월,18299
전국,사망자수(명),1989.10 월,20204
전국,사망자수(명),1989.11 월,19298
전국,사망자수(명),1989.12 월,21230
전국,사망자수(명),1990.01 월,21685
전국,사망자수(명),1990.02 월,19375
전국,사망자수(명),1990.03 월,20772
전국,사망자수(명),1990.04 월,20083
전국,사망자수(명),1990.05 월,20139
전국,사망자수(명),1990.06 월,19444
전국,사망자수(명),1990.07 월,19781
전국,사망자수(명),1990.08 월,20075
전국,사망자수(명),1990.09 월,18867
전국,사망자수(명),1990.10 월,20490
전국,사망자수(명),1990.11 월,19274
전국,사망자수(명),1990.12 월,21631
전국,사망자수(명),1991.01 월,23351
전국,사망자수(명),1991.02 월,19932
전국,사망자수(명),1991.03 월,22066
전국,사망자수(명),1991.04 월,20390
전국,사망자수(명),1991.05 월,19582
전국,사망자수(명),1991.06 월,18779
전국,사망자수(명),1991.07 월,19066
전국,사망자수(명),1991.08 월,19489
전국,사망자수(명),1991.09 월,18352
전국,사망자수(명),1991.10 월,20166
전국,사망자수(명),1991.11 월,19861
전국,사망자수(명),1991.12 월,21236
전국,사망자수(명),1992.01 월,21628
전국,사망자수(명),1992.02 월,20753
전국,사망자수(명),1992.03 월,20003
전국,사망자수(명),1992.04 월,19179
전국,사망자수(명),1992.05 월,19126
전국,사망자수(명),1992.06 월,18277
전국,사망자수(명),1992.07 월,18560
전국,사망자수(명),1992.08 월,18893
전국,사망자수(명),1992.09 월,18317
전국,사망자수(명),1992.10 월,21367
전국,사망자수(명),1992.11 월,19895
전국,사망자수(명),1992.12 월,20164
전국,사망자수(명),1993.01 월,20768
전국,사망자수(명),1993.02 월,18496
전국,사망자수(명),1993.03 월,20665
전국,사망자수(명),1993.04 월,19909
전국,사망자수(명),1993.05 월,19476
전국,사망자수(명),1993.06 월,18757
전국,사망자수(명),1993.07 월,18478
전국,사망자수(명),1993.08 월,18832
전국,사망자수(명),1993.09 월,18139
전국,사망자수(명),1993.10 월,20455
전국,사망자수(명),1993.11 월,19240
전국,사망자수(명),1993.12 월,21042
전국,사망자수(명),1994.01 월,21529
전국,사망자수(명),1994.02 월,18873
전국,사망자수(명),1994.03 월,20720
전국,사망자수(명),1994.04 월,19659
전국,사망자수(명),1994.05 월,19517
전국,사망자수(명),1994.06 월,18530
전국,사망자수(명),1994.07 월,21702
전국,사망자수(명),1994.08 월,20186
전국,사망자수(명),1994.09 월,19419
전국,사망자수(명),1994.10 월,20743
전국,사망자수(명),1994.11 월,19622
전국,사망자수(명),1994.12 월,21939
전국,사망자수(명),1995.01 월,20442
전국,사망자수(명),1995.02 월,19603
전국,사망자수(명),1995.03 월,22536
전국,사망자수(명),1995.04 월,20272
전국,사망자수(명),1995.05 월,20243
전국,사망자수(명),1995.06 월,19313
전국,사망자수(명),1995.07 월,19055
전국,사망자수(명),1995.08 월,19258
전국,사망자수(명),1995.09 월,19863
전국,사망자수(명),1995.10 월,20754
전국,사망자수(명),1995.11 월,20268
전국,사망자수(명),1995.12 월,21231
전국,사망자수(명),1996.01 월,20878
전국,사망자수(명),1996.02 월,18978
전국,사망자수(명),1996.03 월,21092
전국,사망자수(명),1996.04 월,20598
전국,사망자수(명),1996.05 월,20262
전국,사망자수(명),1996.06 월,19196
전국,사망자수(명),1996.07 월,19803
전국,사망자수(명),1996.08 월,19527
전국,사망자수(명),1996.09 월,18805
전국,사망자수(명),1996.10 월,21131
전국,사망자수(명),1996.11 월,19976
전국,사망자수(명),1996.12 월,20903
전국,사망자수(명),1997.01 월,22372
전국,사망자수(명),1997.02 월,19154
전국,사망자수(명),1997.03 월,20836
전국,사망자수(명),1997.04 월,20203
전국,사망자수(명),1997.05 월,20746
전국,사망자수(명),1997.06 월,19711
전국,사망자수(명),1997.07 월,19579
전국,사망자수(명),1997.08 월,19573
전국,사망자수(명),1997.09 월,19102
전국,사망자수(명),1997.10 월,21527
전국,사망자수(명),1997.11 월,20194
전국,사망자수(명),1997.12 월,21696
전국,사망자수(명),1998.01 월,20478
전국,사망자수(명),1998.02 월,19095
전국,사망자수(명),1998.03 월,20802
전국,사망자수(명),1998.04 월,20338
전국,사망자수(명),1998.05 월,20376
전국,사망자수(명),1998.06 월,19466
전국,사망자수(명),1998.07 월,19309
전국,사망자수(명),1998.08 월,20204
전국,사망자수(명),1998.09 월,19906
전국,사망자수(명),1998.10 월,21273
